host_id,host_name,host_since,host_is_superhost,host_response_time,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,host_identity_verified
223573739,Phuong Yen,2018-10-31,,within an hour,100%,96%,1,2,f
197115313,Candy,2018-06-21,,within an hour,100%,97%,2,2,t
422350663,Meghan,2021-09-09,t,within an hour,100%,97%,2,2,f
486626786,Sergio,2022-11-06,f,within an hour,100%,88%,1,2,t
59229040,Jamie,2016-02-17,f,within a few hours,100%,75%,1,1,f
210947588,BeCey,2018-08-21,f,within an hour,100%,83%,1,4,t
487101454,Hailetsion,2022-11-09,t,within an hour,100%,92%,1,1,t
41880116,Francis,2015-08-19,t,within a day,90%,91%,2,2,f
104713910,Erika,2016-11-21,f,within an hour,100%,100%,1,1,f
487428279,Romeo,2022-11-12,,within an hour,100%,100%,5,5,f
188042898,Karl Maverick,2018-05-05,t,within an hour,100%,96%,1,4,t
487757620,Emmanuel,2022-11-14,,within an hour,100%,100%,2,2,f
78953845,Jac,2016-06-20,f,,,25%,2,2,t
289206621,Emmanuel,2019-08-26,f,within an hour,100%,100%,1,5,t
217273874,Anna,2018-09-25,f,within a day,100%,100%,1,1,t
225148376,Vraj,2018-11-10,,within an hour,100%,100%,1,1,t
328785582,Javier,2020-01-18,t,within an hour,100%,100%,1,1,f
488907731,Mustafa,2022-11-23,,within an hour,100%,100%,1,1,f
477625553,Rushangkumar,2022-09-01,,within an hour,100%,67%,1,2,t
261809254,Rojana,2019-05-14,t,within an hour,100%,94%,1,1,t
90847578,Mary,2016-08-19,f,within an hour,100%,100%,1,1,t
416866822,Min,2021-08-04,,within an hour,100%,67%,1,2,t
489373971,Sunshine,2022-11-27,,within an hour,92%,92%,2,3,t
130241132,Naureen And Rafiq,2017-05-14,t,within an hour,100%,98%,1,2,t
490001277,Brayden,2022-12-02,,within an hour,100%,96%,8,9,t
149264752,Lui,2017-09-05,,within an hour,100%,70%,4,6,t
429140019,Olalekan,2021-10-26,f,within an hour,100%,100%,1,2,t
475003503,Osy,2022-08-14,,within an hour,100%,100%,1,1,f
187491951,Isaac,2018-05-02,,a few days or more,0%,64%,2,2,t
490990684,Ghassan,2022-12-11,f,within an hour,100%,97%,1,1,t
491433686,Sara,2022-12-14,,within an hour,90%,98%,4,4,t
233944566,Seyi,2019-01-02,,within an hour,100%,100%,1,1,t
368298474,Fatine Chaimae,2020-09-19,f,within a few hours,100%,33%,1,2,t
447630108,Lisa,2022-03-02,f,within an hour,100%,100%,1,1,t
73541988,Tola,2016-05-23,f,within a day,75%,43%,1,2,t
492435485,Jasdeep,2022-12-22,f,within an hour,100%,97%,1,4,t
11630332,Harun,2014-01-25,,within a day,100%,100%,1,1,t
334326088,Annie,2020-02-07,,,,,1,1,t
493612985,Star,2022-12-31,f,within a few hours,60%,100%,1,1,f
144021650,Marie Hope,2017-08-02,,within a few hours,100%,67%,1,1,t
493916622,Abigail,2023-01-02,t,within an hour,100%,100%,1,1,t
217502979,Blue Bell Properties,2018-09-26,f,within an hour,100%,100%,2,2,t
53173059,Misty,2016-01-03,,within an hour,100%,65%,1,2,t
476827844,Inderjeet,2022-08-26,t,within an hour,100%,100%,4,6,t
246472728,Sola,2019-03-02,,within an hour,100%,79%,3,3,t
354013104,Nike,2020-07-06,,within an hour,100%,100%,1,4,t
494639760,Gregory,2023-01-06,f,a few days or more,10%,0%,1,1,f
495209831,Greg,2023-01-09,f,within an hour,100%,100%,1,1,f
119677065,Vahab,2017-03-07,,within a day,73%,59%,1,2,t
161746808,Zoé,2017-12-07,f,within an hour,100%,91%,1,1,t
99380434,Beverly,2016-10-12,f,within a day,100%,25%,2,4,f
269581025,Umer,2019-06-18,,within an hour,100%,100%,1,3,t
495936866,Yommy,2023-01-13,,within an hour,100%,100%,2,2,t
239225423,Jeremiah,2019-01-27,f,within an hour,100%,67%,1,1,t
25502012,Berina,2015-01-02,f,within an hour,100%,100%,1,1,t
63049795,Olena,2016-03-15,f,within an hour,100%,67%,1,2,f
496853546,Stanislav,2023-01-19,f,within an hour,100%,100%,1,1,t
82120981,Mustaqeem,2016-07-06,,within a day,50%,63%,2,3,t
303258505,Elizabeth,2019-10-19,f,within an hour,100%,98%,1,1,t
496303026,Perry,2023-01-15,,within a day,100%,29%,1,1,t
497826843,Lawrence,2023-01-24,f,within an hour,100%,95%,1,2,f
383258161,Noah,2021-01-06,f,a few days or more,0%,67%,1,1,f
497078358,Sk,2023-01-20,,,,,1,1,t
382181745,Oluwaseun,2020-12-29,t,within an hour,100%,100%,1,1,t
41268859,Janelle,2015-08-12,f,within a day,50%,50%,1,1,t
4806567,Ray & Lorraine,2013-01-22,f,within a few hours,100%,100%,1,2,t
105960155,Yi,2016-12-02,f,within a few hours,100%,100%,1,2,f
499260399,Huan,2023-02-02,f,within an hour,100%,100%,5,6,t
498256345,Funmilayo,2023-01-27,f,within an hour,100%,100%,1,1,f
385506620,Glory,2021-01-21,,within an hour,100%,82%,1,1,t
471674834,Enrique,2022-07-26,f,within an hour,100%,73%,1,1,f
500047144,Oleksandra,2023-02-07,,,,100%,1,1,f
323919511,Owen,2020-01-03,,within an hour,100%,100%,1,1,f
499870525,Olateju,2023-02-06,f,within an hour,100%,100%,1,1,f
484054370,Michael,2022-10-17,f,within a day,60%,100%,2,2,t
267858028,Henry,2019-06-11,f,,,,2,3,t
171141300,Stephen,2018-02-01,f,,,,3,3,f
500948469,Wei,2023-02-13,,within a few hours,67%,0%,1,1,t
501061263,Kay,2023-02-14,,within an hour,88%,100%,4,4,t
495909176,Yetunde Mary,2023-01-13,f,within an hour,100%,92%,3,4,t
151465384,Daniel,2017-09-20,,within a few hours,100%,81%,1,4,t
192558418,Andrija,2018-05-30,f,within an hour,100%,100%,2,4,t
502017731,Megha,2023-02-20,f,within an hour,100%,100%,1,1,f
502073303,Clyde,2023-02-21,f,within an hour,90%,100%,1,1,t
356662290,Tiffany,2020-07-16,f,within an hour,100%,93%,2,10,t
502553547,Princess,2023-02-24,f,within an hour,100%,93%,2,2,t
52574471,Phyllis,2015-12-28,f,within a few hours,100%,100%,2,2,t
284745146,Menandro,2019-08-11,f,within an hour,100%,100%,1,1,t
53461430,Grant,2016-01-05,f,within a few hours,100%,100%,1,1,t
504382401,Ayoku,2023-03-07,f,within an hour,100%,83%,1,1,t
489359692,Pavitar,2022-11-27,f,within an hour,100%,44%,1,2,t
504890496,Abraham,2023-03-11,,within an hour,100%,100%,1,1,t
46965605,Obakemi,2015-10-19,f,within an hour,100%,100%,1,1,t
201086934,Beulah,2018-07-09,f,within an hour,100%,87%,1,1,t
238338657,Jansen,2019-01-22,f,within a day,100%,100%,1,1,t
215092947,Jingzhou,2018-09-12,f,within an hour,100%,97%,1,1,t
505609787,Manav,2023-03-15,f,within an hour,100%,100%,1,1,f
345289005,Ugochukwu Stephen,2020-05-03,,within an hour,100%,100%,1,1,t
231952019,Nofil,2018-12-22,,within an hour,93%,100%,1,1,t
198593303,Carla,2018-06-28,f,within an hour,100%,100%,1,1,t
219371531,Lanre,2018-10-08,,within an hour,100%,100%,3,3,t
499957527,Winnipeg,2023-02-07,f,within an hour,100%,100%,2,2,t
174625954,Manmeet,2018-02-21,,within a few hours,100%,50%,1,2,f
499376912,Jeanvive,2023-02-03,,within an hour,100%,100%,2,2,t
32686835,Rajbir,2015-05-05,f,within an hour,90%,100%,1,1,t
507655676,Gail,2023-03-29,f,within an hour,100%,100%,1,1,t
507401499,Aman,2023-03-27,f,within a few hours,100%,100%,1,1,f
212884088,Stanley,2018-08-31,,within an hour,100%,100%,1,1,t
179644049,Hilary,2018-03-20,f,within an hour,100%,100%,1,1,t
251568060,Stanley,2019-03-27,,within an hour,100%,100%,1,1,t
493541570,Mujidat,2022-12-30,,within an hour,100%,100%,2,2,t
78504236,Angela,2016-06-18,,within a few hours,100%,100%,1,2,f
487657339,Charnelyn,2022-11-14,f,within a few hours,100%,93%,4,8,t
435942684,Jessi,2021-12-13,,within an hour,100%,100%,1,1,t
411523127,Esther,2021-07-07,,within an hour,96%,98%,5,7,t
488338721,Tope,2022-11-19,f,within an hour,100%,100%,1,4,t
510500368,Accommodation Winnipeg,2023-04-17,f,within a day,100%,85%,1,1,t
130940604,Fabian,2017-05-18,,within an hour,100%,100%,1,1,t
490654290,Shubham,2022-12-07,,within a day,50%,100%,1,2,t
510638047,Spruce,2023-04-18,f,within an hour,100%,100%,1,4,t
510362301,Ali,2023-04-16,,within an hour,100%,100%,1,1,f
45499469,Jill,2015-10-01,f,within a day,100%,100%,1,1,t
510966484,Vansh,2023-04-20,,within a day,60%,33%,1,2,t
498610116,Tianqiao,2023-01-29,,a few days or more,34%,70%,3,4,t
151822828,Hamza,2017-09-23,f,within an hour,100%,95%,2,3,t
120478876,Demba,2017-03-13,f,within an hour,100%,0%,1,2,t
146678771,Motunrayo,2017-08-18,,within an hour,100%,100%,1,2,t
357327563,Virali,2020-07-19,,within an hour,100%,100%,2,2,t
512668126,Maga,2023-05-01,,within a few hours,90%,100%,1,1,f
97322401,Hannah,2016-09-29,f,within an hour,100%,100%,1,2,t
409006987,Sara,2021-06-24,,within a few hours,100%,75%,3,3,t
162168446,Tina,2017-12-10,,within an hour,100%,91%,3,3,t
512113932,Gaeli,2023-04-27,,within an hour,100%,100%,3,3,t
250179268,Mwansa,2019-03-20,f,within an hour,100%,75%,1,1,t
513824776,Abdulahi,2023-05-08,f,within an hour,100%,100%,1,1,t
513842647,Samson,2023-05-08,,within an hour,92%,83%,3,3,f
7599279,Susan,2013-07-19,f,within an hour,100%,100%,1,7,t
445527464,Julien,2022-02-17,f,within an hour,100%,83%,1,1,t
462708063,Jirah,2022-06-05,f,within an hour,100%,100%,1,1,t
290538196,Joseph & Grace,2019-08-31,f,within an hour,100%,100%,1,1,t
366287857,Oladimeji,2020-09-06,f,within a day,60%,50%,1,3,t
516051137,Adefunke,2023-05-22,f,within a few hours,75%,38%,1,1,f
516057922,Baljinder,2023-05-22,f,within an hour,100%,100%,1,1,f
516223225,Rita,2023-05-23,,within a few hours,100%,100%,3,4,t
464282012,Shaun,2022-06-14,,within a few hours,100%,0%,1,1,f
516570011,Atul,2023-05-25,f,within an hour,100%,100%,2,2,t
76003698,Jennifer,2016-06-05,f,within an hour,100%,100%,1,1,t
509296089,Brianne,2023-04-09,,within a day,50%,0%,1,1,t
483452732,Charles,2022-10-13,,within an hour,100%,100%,1,1,t
517034752,Nate,2023-05-28,f,within an hour,100%,100%,3,3,t
385501619,Chuks,2021-01-21,f,within an hour,100%,100%,1,2,t
465211069,Ishan,2022-06-20,,a few days or more,0%,,1,3,t
421655552,Oluseyi,2021-09-04,,within an hour,100%,100%,1,1,t
455331517,Carley,2022-04-21,f,within an hour,100%,100%,10,10,t
169993701,Derios,2018-01-26,f,within a few hours,100%,0%,1,1,t
517611370,H,2023-05-31,f,within a few hours,100%,100%,1,1,t
147095305,Quinn,2017-08-21,f,,,,1,2,t
125062823,Bilal,2017-04-09,,within a day,67%,0%,1,1,f
394720153,Emeka,2021-03-29,f,,,,1,1,t
317295003,Kunwer,2019-12-14,f,within an hour,100%,100%,1,1,t
518978825,Tom,2023-06-08,f,,,,1,2,t
